,permno,Quarter,Unnamed: 0_x,date,ret,shrcd,price,me,Unnamed: 0_y,ea_date,fiscal_period,gics_6d,ret_ex_3d,date_diff,doy_diff,weekday,most_popular_weekday,fraction_on_most_popular_weekday,quantile_group,fraction_of_zeros
360,12209,2021Q3,1950.0,2021-09-30,0.0181818008422851,11.0,5.599999904632568,86435.99852800369,6948,2021-08-16,2021-06-30,302020,0.06003143,4,1,Monday,Monday,0.5,above_median,0.0
361,12226,2021Q1,1980.0,2021-03-31,-0.0721665546298027,11.0,59.150001525878906,1002060.1758499146,7012,2021-02-25,2020-12-31,302010,-0.08579837,1,-1,Thursday,Wednesday,0.75,below_median,0.0
362,12226,2021Q2,1983.0,2021-06-30,-0.0294160284101963,11.0,67.63999938964844,1485442.026596069,7013,2021-05-05,2021-03-31,302010,0.011563304,6,4,Wednesday,Wednesday,0.75,above_median,0.0
363,12226,2021Q3,1986.0,2021-09-30,-0.0030628570821136,11.0,65.0999984741211,1429856.3664855957,7014,2021-08-04,2021-06-30,302010,0.14837514,6,4,Wednesday,Wednesday,0.75,above_median,0.0
364,12226,2021Q4,1989.0,2021-12-31,0.0898947715759277,11.0,84.98999786376953,1866720.313079834,7015,2021-11-03,2021-09-30,302010,0.113057464,6,4,Wednesday,Wednesday,0.75,above_median,0.0
365,12307,2021Q2,2163.0,2021-06-30,0.1503866016864777,11.0,16.3700008392334,4873594.799852371,7107,2021-05-06,2021-03-31,151010,-0.13294971,-1,-3,Thursday,Thursday,0.6666666666666666,below_median,0.3333333333333333
366,12307,2021Q3,2166.0,2021-09-30,-0.0877076834440231,11.0,13.729999542236328,4226533.219085693,7108,2021-08-05,2021-06-30,151010,-0.009837965,0,-2,Thursday,Thursday,0.6666666666666666,below_median,0.3333333333333333
367,12307,2021Q4,2169.0,2021-12-31,-0.2113703042268753,11.0,5.409999847412109,1671148.9528656006,7109,2021-11-08,2021-09-30,151010,-0.45411137,4,2,Monday,Thursday,0.6666666666666666,above_median,0.3333333333333333
393,12448,2021Q1,2754.0,2021-03-31,0.0121396053582429,11.0,166.75,29346332.5,7997,2021-01-14,2020-12-31,401010,-0.051542614,2,0,Thursday,Wednesday,0.5,above_median,0.25
394,12448,2021Q2,2757.0,2021-06-30,-0.0223046597093343,11.0,187.1699981689453,32940047.97775269,7998,2021-04-14,2021-03-31,401010,0.022244636,1,-1,Wednesday,Wednesday,0.5,below_median,0.25
395,12448,2021Q3,2760.0,2021-09-30,-0.0304614324122667,11.0,192.8800048828125,34089997.82299805,7999,2021-07-13,2021-06-30,401010,0.015737772,0,-2,Tuesday,Wednesday,0.5,below_median,0.25
396,12448,2021Q4,2763.0,2021-12-31,-0.0150243686512112,11.0,206.50999450683597,36498989.4491272,8000,2021-10-13,2021-09-30,401010,0.032555077,1,-1,Wednesday,Wednesday,0.5,below_median,0.25
397,12449,2021Q1,2766.0,2021-03-31,-0.0313006825745105,11.0,268.6300048828125,22408040.487304688,8037,2021-02-04,2020-12-31,451020,-0.009931047,0,-2,Thursday,Wednesday,0.75,below_median,0.25
398,12449,2021Q2,2769.0,2021-06-30,-0.0669727623462677,11.0,256.0599975585937,21342600.79650879,8038,2021-05-05,2021-03-31,451020,-0.042697858,-1,-3,Wednesday,Wednesday,0.75,below_median,0.25
399,12449,2021Q3,2772.0,2021-09-30,-0.0076344949193298,11.0,261.2699890136719,21581946.17248535,8039,2021-08-04,2021-06-30,451020,0.018295133,-1,-3,Wednesday,Wednesday,0.75,below_median,0.25
400,12449,2021Q4,2775.0,2021-12-31,0.0806739330291748,11.0,223.83999633789065,18175583.86264038,8040,2021-11-03,2021-09-30,451020,-0.034579244,-1,-3,Wednesday,Wednesday,0.75,below_median,0.25
401,12452,2021Q1,2778.0,2021-03-31,0.19343501329422,11.0,20.36000061035156,414061.3324127197,8073,2021-03-17,2020-12-31,351020,0.12962054,-1,-3,Wednesday,Monday,0.3333333333333333,below_median,0.3333333333333333
402,12452,2021Q3,2784.0,2021-09-30,-0.0856140553951263,11.0,13.029999732971191,268001.03450775146,8074,2021-08-12,2021-06-30,351020,-0.2265032,0,-2,Thursday,Monday,0.3333333333333333,below_median,0.3333333333333333
403,12452,2021Q4,2787.0,2021-12-31,0.0290031097829341,11.0,17.030000686645508,351652.4841785431,8075,2021-11-15,2021-09-30,351020,0.06856792,4,2,Monday,Monday,0.3333333333333333,above_median,0.3333333333333333
433,12570,2021Q1,3363.0,2021-03-31,0.0982164368033409,11.0,90.91000366210938,7863715.316772461,8719,2021-02-19,2020-12-31,201060,0.0070195766,0,-2,Friday,Friday,0.5,below_median,0.25
434,12570,2021Q2,3366.0,2021-06-30,-0.022257775068283,11.0,91.58999633789062,7885898.684692383,8720,2021-05-07,2021-03-31,201060,0.023742855,7,5,Friday,Friday,0.5,above_median,0.25
435,12570,2021Q3,3369.0,2021-09-30,-0.1004494801163673,11.0,85.83999633789062,7390823.684692383,8721,2021-08-05,2021-06-30,201060,-0.013016391,6,4,Thursday,Friday,0.5,above_median,0.25
436,12570,2021Q4,3372.0,2021-12-31,0.0827870666980743,11.0,102.19000244140624,8747464.208984375,8722,2021-11-03,2021-09-30,201060,0.0445893,5,3,Wednesday,Friday,0.5,above_median,0.25
439,12583,2021Q1,3435.0,2021-03-31,-0.0463946089148521,11.0,70.08999633789062,3081016.059020996,8823,2021-02-25,2020-12-31,352020,-0.020106718,7,5,Thursday,Tuesday,0.5,above_median,0.0
440,12583,2021Q2,3438.0,2021-06-30,0.0001648613251745,11.0,60.68000030517578,2696437.173561096,8824,2021-05-04,2021-03-31,352020,-0.013748598,-2,-4,Tuesday,Tuesday,0.5,above_median,0.0
441,12583,2021Q3,3441.0,2021-09-30,-0.0554899796843528,11.0,56.0,2493288.0,8825,2021-08-03,2021-06-30,352020,0.031150598,-2,-4,Tuesday,Tuesday,0.5,above_median,0.0
442,12583,2021Q4,3444.0,2021-12-31,0.1434815526008606,11.0,60.16999816894531,2691644.6980896,8826,2021-11-03,2021-09-30,352020,0.033108577,6,4,Wednesday,Tuesday,0.5,above_median,0.0
443,12588,2021Q1,3459.0,2021-03-31,0.4247959852218628,11.0,73.31999969482422,1244753.6348190308,8872,2021-02-24,2020-12-31,151020,0.0743263,1,-1,Wednesday,Thursday,0.6666666666666666,below_median,0.0
444,12588,2021Q2,3462.0,2021-06-30,0.2949640452861786,11.0,73.80000305175781,1264932.052307129,8873,2021-05-06,2021-03-31,151020,-0.1813084,2,0,Thursday,Thursday,0.6666666666666666,above_median,0.0
445,12588,2021Q3,3463.0,2021-07-30,-0.0134147079661488,11.0,72.80999755859375,1247963.3581542969,8874,2021-08-05,2021-06-30,151020,-0.018194132,1,0,Thursday,Thursday,0.6666666666666666,below_median,0.0
446,12591,2021Q1,3466.0,2021-03-31,-0.0495349951088428,11.0,47.0099983215332,10904721.270652773,8909,2021-02-03,2020-12-31,402010,0.03054716,6,4,Wednesday,Tuesday,0.5,above_median,0.0
447,12591,2021Q2,3469.0,2021-06-30,0.0847575962543487,11.0,62.20000076293945,14450241.97724533,8910,2021-05-04,2021-03-31,402010,0.022606362,5,2,Tuesday,Tuesday,0.5,above_median,0.0
448,12591,2021Q3,3472.0,2021-09-30,0.0302777085453271,11.0,61.59000015258789,14506107.965938568,8911,2021-08-04,2021-06-30,402010,0.022635365,6,4,Wednesday,Tuesday,0.5,above_median,0.0
449,12591,2021Q4,3475.0,2021-12-31,0.0233116913586854,11.0,72.43000030517578,17859717.04524994,8912,2021-11-02,2021-09-30,402010,-0.0022025364,5,3,Tuesday,Tuesday,0.5,above_median,0.0
450,12615,2021Q1,3502.0,2021-03-31,-0.0102180223912,11.0,14.529999732971191,635585.7783193588,8939,2021-03-16,2020-12-31,151010,-0.057752132,4,2,Tuesday,Tuesday,0.6666666666666666,above_median,0.3333333333333333
451,12615,2021Q3,3508.0,2021-09-30,-0.1098626852035522,11.0,7.130000114440918,312030.1950082779,8940,2021-08-09,2021-06-30,151010,-0.0020310509,3,1,Monday,Tuesday,0.6666666666666666,above_median,0.3333333333333333
452,12615,2021Q4,3511.0,2021-12-31,0.0132625866681337,11.0,7.639999866485596,334349.3141570091,8941,2021-11-09,2021-09-30,151010,0.12347008,0,-1,Tuesday,Tuesday,0.6666666666666666,below_median,0.3333333333333333
453,12622,2021Q1,3526.0,2021-03-31,0.0975992456078529,11.0,188.33999633789065,63458713.34609985,8974,2021-02-02,2020-12-31,351020,0.03219566,7,5,Tuesday,Tuesday,0.5,above_median,0.25
454,12622,2021Q2,3529.0,2021-06-30,-0.035243671387434,11.0,206.7400054931641,69658357.23085022,8975,2021-04-22,2021-03-31,351020,0.028484425,2,0,Thursday,Tuesday,0.5,above_median,0.25
455,12622,2021Q3,3532.0,2021-09-30,-0.0386591628193855,11.0,242.72000122070312,77704866.63079834,8976,2021-07-20,2021-06-30,351020,0.13166629,0,-3,Tuesday,Tuesday,0.5,below_median,0.25
456,12622,2021Q4,3535.0,2021-12-31,0.1410080939531326,11.0,256.9200134277344,79908033.33633423,8977,2021-10-22,2021-09-30,351020,-0.04250826,-3,-5,Friday,Tuesday,0.5,above_median,0.25
461,12629,2021Q1,3574.0,2021-03-31,0.332263171672821,11.0,24.899999618530277,1150753.4823703766,9041,2021-02-17,2020-12-31,453010,0.05713374,-1,-2,Wednesday,Thursday,0.5,below_median,0.25
462,12629,2021Q2,3577.0,2021-06-30,0.0067510483786463,11.0,23.86000061035156,1105529.2682800293,9042,2021-05-10,2021-03-31,453010,0.016070494,4,3,Monday,Thursday,0.5,above_median,0.25
463,12629,2021Q3,3580.0,2021-09-30,-0.026849303394556,11.0,17.760000228881836,824969.7706317902,9043,2021-08-05,2021-06-30,453010,-0.08690182,7,5,Thursday,Thursday,0.5,above_median,0.25
464,12629,2021Q4,3583.0,2021-12-31,0.1598450988531113,11.0,20.96999931335449,974371.0180950164,9044,2021-10-28,2021-09-30,453010,0.013050186,0,-2,Thursday,Thursday,0.5,below_median,0.25
465,12639,2021Q1,3610.0,2021-03-31,-0.1373713165521622,11.0,43.58000183105469,2878677.0209503174,9093,2021-02-16,2020-12-31,451030,0.18120489,-6,-8,Tuesday,Thursday,0.6666666666666666,above_median,0.0
466,12639,2021Q2,3613.0,2021-06-30,0.173072561621666,11.0,51.58000183105469,3437394.4820251465,9094,2021-05-06,2021-03-31,451030,-0.022694688,-4,-6,Thursday,Thursday,0.6666666666666666,above_median,0.0
467,12639,2021Q3,3616.0,2021-09-30,-0.0006980962934903,11.0,57.2599983215332,3822333.927955627,9095,2021-08-05,2021-06-30,451030,0.15532319,-4,-6,Thursday,Thursday,0.6666666666666666,above_median,0.0
476,12758,2021Q1,4122.0,2021-03-31,0.0897670835256576,11.0,41.63999938964844,1312159.6607666016,9735,2021-02-25,2020-12-31,202010,-0.029761476,0,-1,Thursday,Thursday,0.75,below_median,0.25
477,12758,2021Q2,4125.0,2021-06-30,-0.0532425083220005,11.0,37.52000045776367,1182330.2544250488,9736,2021-04-29,2021-03-31,202010,0.0027630732,-7,-9,Thursday,Thursday,0.75,above_median,0.25
478,12758,2021Q3,4128.0,2021-09-30,-0.0976290106773376,11.0,32.349998474121094,1019413.151916504,9737,2021-07-29,2021-06-30,202010,-0.052242704,-7,-9,Thursday,Thursday,0.75,above_median,0.25
479,12758,2021Q4,4131.0,2021-12-31,-0.0625183209776878,11.0,31.940000534057617,1000935.7367362976,9738,2021-11-05,2021-09-30,202010,0.07493294,1,-1,Friday,Thursday,0.75,below_median,0.25
480,12781,2021Q1,4146.0,2021-03-31,0.1222523525357246,11.0,73.88999938964844,3817526.8184661865,9798,2021-02-04,2020-12-31,551020,0.012898102,1,-1,Thursday,Thursday,0.5,below_median,0.25
481,12781,2021Q2,4149.0,2021-06-30,0.0175829324871301,11.0,72.2699966430664,3734913.426513672,9799,2021-05-07,2021-03-31,551020,0.009742651,0,-2,Friday,Thursday,0.5,below_median,0.25
482,12781,2021Q3,4152.0,2021-09-30,-0.0730134472250938,11.0,61.18000030517578,3162027.135772705,9800,2021-08-05,2021-06-30,551020,-0.011433455,1,-1,Thursday,Thursday,0.5,below_median,0.25
483,12781,2021Q4,4155.0,2021-12-31,0.1011696383357048,11.0,65.22000122070312,3374613.303161621,9801,2021-11-22,2021-09-30,551020,0.010788064,4,3,Monday,Thursday,0.5,above_median,0.25
494,12872,2021Q1,4403.0,2021-03-31,-0.0206883419305086,11.0,53.4900016784668,34873822.90430832,10130,2021-02-02,2020-12-31,101020,0.06511019,6,4,Tuesday,Tuesday,0.75,above_median,0.25
495,12872,2021Q2,4406.0,2021-06-30,-0.0223301146179437,11.0,60.41999816894531,39433413.904953,10131,2021-05-04,2021-03-31,101020,0.026376717,-1,-2,Tuesday,Tuesday,0.75,below_median,0.25
496,12872,2021Q3,4409.0,2021-09-30,0.0428547486662864,11.0,61.810001373291016,39447266.49643707,10132,2021-08-04,2021-06-30,101020,0.03119959,1,0,Wednesday,Tuesday,0.75,below_median,0.25
497,12872,2021Q4,4412.0,2021-12-31,0.0516023561358451,11.0,63.9900016784668,39391477.15324402,10133,2021-11-02,2021-09-30,101020,-0.065596014,0,-1,Tuesday,Tuesday,0.75,below_median,0.25
502,12905,2021Q3,4565.0,2021-09-30,-0.0964028239250183,11.0,6.28000020980835,521466.0974216461,10346,2021-07-29,2021-06-30,151040,0.1257892,-5,-6,Thursday,Monday,0.5,above_median,0.0
503,12905,2021Q4,4568.0,2021-12-31,0.0821018069982528,11.0,6.590000152587891,547503.8026771545,10347,2021-11-01,2021-09-30,151040,-0.039259035,-3,-6,Monday,Monday,0.5,above_median,0.0
508,12927,2021Q1,4631.0,2021-03-31,-0.2263573259115219,11.0,131.3800048828125,31361632.429779053,10554,2021-02-10,2020-12-31,601020,0.18552399,-7,-9,Wednesday,Tuesday,0.5,above_median,0.25
509,12927,2021Q2,4634.0,2021-06-30,0.0358440950512886,11.0,122.52999877929688,29675090.23641968,10555,2021-05-04,2021-03-31,601020,-0.07513872,-2,-4,Tuesday,Tuesday,0.5,above_median,0.25
510,12927,2021Q3,4637.0,2021-09-30,-0.0734309256076812,11.0,88.58000183105469,21935523.65812683,10556,2021-08-05,2021-06-30,601020,-0.029839056,0,-2,Thursday,Tuesday,0.5,below_median,0.25
511,12927,2021Q4,4640.0,2021-12-31,0.1498798877000809,11.0,62.220001220703125,15505502.026008606,10557,2021-11-02,2021-09-30,601020,-0.42254046,-2,-4,Tuesday,Tuesday,0.5,above_median,0.25
543,13108,2021Q1,5250.0,2021-03-31,0.1646312475204468,11.0,50.54499816894531,1468736.556793213,11165,2021-02-25,2020-12-31,255020,0.11854201,9,7,Thursday,Thursday,0.75,above_median,0.25
544,13108,2021Q2,5253.0,2021-06-30,-0.0865608528256416,11.0,43.15999984741211,1273694.7554969788,11166,2021-05-06,2021-03-31,255020,-0.05413048,8,-42,Thursday,Thursday,0.75,above_median,0.25
545,13108,2021Q3,5256.0,2021-09-30,-0.0791280195116996,11.0,22.809999465942383,674696.9742031097,11167,2021-08-05,2021-06-30,255020,-0.18186754,0,-2,Thursday,Thursday,0.75,below_median,0.25
546,13108,2021Q4,5259.0,2021-12-31,0.1210067793726921,11.0,23.15999984741211,688153.075466156,11168,2021-11-05,2021-09-30,255020,0.0940754,1,-1,Friday,Thursday,0.75,below_median,0.25
547,13116,2021Q1,5286.0,2021-03-31,0.1190103068947792,11.0,35.72999954223633,744577.4604606628,11226,2021-02-17,2020-12-31,101020,0.02892173,-8,-10,Wednesday,Monday,0.5,above_median,0.25
548,13116,2021Q2,5289.0,2021-06-30,0.1038175225257874,11.0,47.06999969482422,1487882.6903533936,11227,2021-05-03,2021-03-31,101020,0.052730132,-3,-5,Monday,Monday,0.5,above_median,0.25
549,13116,2021Q3,5292.0,2021-09-30,0.2409979403018951,11.0,47.900001525878906,1477667.1470718384,11228,2021-08-09,2021-06-30,101020,-0.0042937626,4,2,Monday,Monday,0.5,above_median,0.25
550,13116,2021Q4,5295.0,2021-12-31,-0.0328213535249233,11.0,48.970001220703125,4152362.283508301,11229,2021-11-04,2021-09-30,101020,0.013019202,0,-2,Thursday,Monday,0.5,below_median,0.25
559,13169,2021Q1,5442.0,2021-03-31,-0.0843048989772796,11.0,10.210000038146973,11116648.041534424,11461,2021-02-10,2020-12-31,502020,0.08704404,7,5,Wednesday,Wednesday,0.5,above_median,0.25
560,13169,2021Q2,5445.0,2021-06-30,-0.019372696056962,11.0,10.630000114440918,11607960.124969482,11462,2021-05-05,2021-03-31,502020,0.0578597,0,-2,Wednesday,Wednesday,0.5,below_median,0.25
561,13169,2021Q3,5448.0,2021-09-30,-0.1491525620222092,11.0,7.53000020980835,8284506.230831146,11463,2021-08-05,2021-06-30,502020,-0.19070041,1,-1,Thursday,Wednesday,0.5,below_median,0.25
562,13169,2021Q4,5451.0,2021-12-31,0.0613598451018333,11.0,6.400000095367432,7278566.508459091,11464,2021-11-08,2021-09-30,502020,0.09796173,5,3,Monday,Wednesday,0.5,above_median,0.25
567,13196,2021Q1,5564.0,2021-03-31,0.0265878625214099,11.0,6.949999809265137,347270.6404695511,11540,2021-02-09,2020-12-31,203010,0.10677417,1,-1,Tuesday,Tuesday,0.5,below_median,0.25
568,13196,2021Q2,5567.0,2021-06-30,-0.0988296791911125,11.0,6.929999828338623,347324.66139650345,11541,2021-05-10,2021-03-31,203010,0.1328165,0,-2,Monday,Tuesday,0.5,below_median,0.25
569,13196,2021Q3,5570.0,2021-09-30,-0.0671532899141311,11.0,6.389999866485596,318982.40333509445,11542,2021-09-09,2021-06-30,203010,0.0075350804,-18,-20,Thursday,Tuesday,0.5,above_median,0.25
570,13196,2021Q4,5573.0,2021-12-31,-0.0331564992666244,11.0,7.289999961853027,362495.2481031418,11543,2021-11-09,2021-09-30,203010,0.15473272,1,-1,Tuesday,Tuesday,0.5,below_median,0.25
571,13201,2021Q1,5588.0,2021-03-31,-0.1508293151855469,11.0,66.04000091552734,3139541.64352417,11569,2021-02-25,2020-12-31,101020,-0.15448211,-7,-9,Thursday,Wednesday,0.5,above_median,0.0
572,13201,2021Q2,5591.0,2021-06-30,0.0207958165556192,11.0,62.34000015258789,3131649.9076652527,11570,2021-05-03,2021-03-31,101020,0.09165278,4,2,Monday,Wednesday,0.5,above_median,0.0
573,13201,2021Q3,5594.0,2021-09-30,0.0367617234587669,11.0,50.20000076293945,2523453.6383514404,11571,2021-08-04,2021-06-30,101020,0.03519774,1,-1,Wednesday,Wednesday,0.5,below_median,0.0
574,13201,2021Q4,5597.0,2021-12-31,-0.111762247979641,11.0,42.43999862670898,2134519.7309303284,11572,2021-11-03,2021-09-30,101020,-0.13877161,-1,-3,Wednesday,Wednesday,0.5,below_median,0.0
594,13262,2021Q1,5933.0,2021-03-31,-0.244693323969841,11.0,51.2400016784668,3573580.197059632,11834,2021-03-01,2020-12-31,352010,-0.0074893744,-7,-10,Monday,Monday,0.6666666666666666,above_median,0.3333333333333333
595,13262,2021Q3,5939.0,2021-09-30,0.0815939232707023,11.0,17.100000381469727,1195939.8266792295,11835,2021-08-09,2021-06-30,352010,-0.06317449,0,-2,Monday,Monday,0.6666666666666666,below_median,0.3333333333333333
596,13262,2021Q4,5942.0,2021-12-31,0.0035832710564136,11.0,36.40999984741211,2561734.769264221,11836,2021-11-09,2021-09-30,352010,-0.03287895,1,-1,Tuesday,Monday,0.6666666666666666,below_median,0.3333333333333333
605,13302,2021Q1,6080.0,2021-03-31,0.0707445442676544,11.0,34.65999984741211,376615.55834198,12037,2021-02-10,2020-12-31,402020,0.03898104,-13,-15,Wednesday,Tuesday,0.75,above_median,0.0
606,13302,2021Q2,6083.0,2021-06-30,-0.0042790062725543,11.0,46.540000915527344,494580.5897293091,12038,2021-05-04,2021-03-31,402020,0.0880996,-1,-3,Tuesday,Tuesday,0.75,below_median,0.0
607,13302,2021Q3,6086.0,2021-09-30,-0.0210331473499536,11.0,58.18000030517578,598846.7431411743,12039,2021-08-03,2021-06-30,402020,0.15436555,-1,-3,Tuesday,Tuesday,0.75,below_median,0.0
