,permno,Quarter,Unnamed: 0_x,date,ret,shrcd,price,me,Unnamed: 0_y,ea_date,fiscal_period,gics_6d,ret_ex_3d,date_diff,doy_diff,weekday,most_popular_weekday,fraction_on_most_popular_weekday,quantile_group,fraction_of_zeros
3596,77366,2021Q2,72930.0,2021-06-30,-0.0864029973745346,11.0,33.72999954223633,6228986.475463867,66337,2021-05-10,2021-03-31,252020,0.1139993,4,2,Monday,Monday,0.5,above_median,0.25
3597,77366,2021Q3,72933.0,2021-09-30,-0.0153243159875273,11.0,27.6299991607666,5138350.943927765,66338,2021-08-09,2021-06-30,252020,-0.034650538,4,2,Monday,Monday,0.5,above_median,0.25
3598,77366,2021Q4,72936.0,2021-12-31,0.0178042091429233,11.0,27.440000534057617,5104224.259342194,66339,2021-11-09,2021-09-30,252020,0.024658263,0,-1,Tuesday,Monday,0.5,below_median,0.25
3638,77526,2021Q1,73206.0,2021-03-31,0.0590631961822509,11.0,41.380001068115234,2329445.780128479,67024,2021-01-26,2020-12-31,401010,0.013522176,7,5,Tuesday,Tuesday,0.75,above_median,0.25
3639,77526,2021Q2,73209.0,2021-06-30,-0.0904568284749984,11.0,40.0,2254040.0,67025,2021-04-27,2021-03-31,401010,-0.019276021,0,-2,Tuesday,Tuesday,0.75,below_median,0.25
3640,77526,2021Q3,73212.0,2021-09-30,0.0333333574235439,11.0,36.04999923706055,2009679.3074684143,67026,2021-07-27,2021-06-30,401010,-0.043189168,1,-1,Tuesday,Tuesday,0.75,below_median,0.25
3641,77526,2021Q4,73215.0,2021-12-31,0.0477628447115421,11.0,37.95000076293945,2115940.242538452,67027,2021-10-28,2021-09-30,401010,0.0003960491,2,0,Thursday,Tuesday,0.75,above_median,0.25
3646,77595,2021Q1,73302.0,2021-03-31,0.1929140686988831,11.0,70.37000274658203,1786412.8897247314,67200,2021-02-02,2020-12-31,203040,0.00407794,5,3,Tuesday,Tuesday,0.75,above_median,0.25
3647,77595,2021Q2,73305.0,2021-06-30,-0.2524408996105194,11.0,58.18999862670898,1485823.4249343872,67201,2021-05-04,2021-03-31,203040,0.15009296,-1,-2,Tuesday,Tuesday,0.75,below_median,0.25
3648,77595,2021Q3,73308.0,2021-09-30,0.225385770201683,11.0,81.7699966430664,2090695.2741699216,67202,2021-08-02,2021-06-30,203040,0.0870912,5,3,Monday,Tuesday,0.75,above_median,0.25
3649,77595,2021Q4,73311.0,2021-12-31,0.162689134478569,11.0,119.8499984741211,2980309.912055969,67203,2021-11-02,2021-09-30,203040,0.1848619,0,-2,Tuesday,Tuesday,0.75,below_median,0.25
3670,77661,2021Q1,73469.0,2021-03-31,0.159359946846962,11.0,89.12000274658203,32413123.238937374,67639,2021-01-26,2020-12-31,252010,-0.017367044,1,-1,Tuesday,Thursday,0.5,below_median,0.25
3671,77661,2021Q2,73472.0,2021-06-30,-0.0516318418085575,11.0,90.37000274658205,32576940.07009888,67640,2021-04-22,2021-03-31,252010,0.035362683,-5,-7,Thursday,Thursday,0.5,above_median,0.25
3672,77661,2021Q3,73475.0,2021-09-30,-0.1218364462256432,11.0,83.97000122070312,30076710.917236328,67641,2021-07-22,2021-06-30,252010,0.0330978,-5,-7,Thursday,Thursday,0.5,above_median,0.25
3673,77661,2021Q4,73478.0,2021-12-31,0.1123336777091026,11.0,108.4499969482422,38627828.36302185,67642,2021-11-09,2021-09-30,252010,0.04490524,0,-2,Tuesday,Thursday,0.5,below_median,0.25
3682,77730,2021Q1,73553.0,2021-03-31,0.0979755446314811,11.0,74.30000305175781,21897845.49942017,67915,2021-02-11,2020-12-31,302020,-0.055452846,7,5,Thursday,Monday,0.75,above_median,0.25
3683,77730,2021Q2,73556.0,2021-06-30,-0.0722012296319007,11.0,73.76000213623047,21742457.109703064,67916,2021-05-10,2021-03-31,302020,0.017064128,7,5,Monday,Monday,0.75,above_median,0.25
3684,77730,2021Q3,73559.0,2021-09-30,0.0053490297868847,11.0,78.94000244140625,23272775.759765625,67917,2021-08-09,2021-06-30,302020,0.11362543,7,5,Monday,Monday,0.75,above_median,0.25
3685,77730,2021Q4,73562.0,2021-12-31,0.1038501113653183,11.0,87.16000366210938,25692241.439483643,67918,2021-11-15,2021-09-30,302020,0.004720618,0,-2,Monday,Monday,0.75,below_median,0.25
3697,77889,2021Q1,73696.0,2021-03-31,-0.0265193115919828,11.0,17.6200008392334,123322.38587379456,68495,2021-02-19,2020-12-31,401010,0.040018197,23,9,Friday,Friday,0.25,above_median,0.0
3698,77889,2021Q2,73699.0,2021-06-30,-0.0412541255354881,11.0,17.43000030517578,115299.4520187378,68496,2021-05-05,2021-03-31,401010,0.013937175,27,5,Wednesday,Friday,0.25,above_median,0.0
3699,77889,2021Q3,73702.0,2021-09-30,0.0097720036283135,11.0,18.600000381469727,123094.80252456664,68497,2021-08-03,2021-06-30,401010,0.020424651,19,-12,Tuesday,Friday,0.25,above_median,0.0
3700,77889,2021Q4,73705.0,2021-12-31,0.0048205759376287,11.0,18.76000022888184,124209.96151542664,68498,2021-10-28,2021-09-30,401010,-0.002491329,7,-17,Thursday,Friday,0.25,above_median,0.0
3701,77902,2021Q1,73732.0,2021-03-31,0.0647861212491989,11.0,58.5099983215332,2715273.492107392,68594,2021-02-17,2020-12-31,253010,0.028976185,0,-2,Wednesday,Wednesday,0.75,below_median,0.25
3702,77902,2021Q2,73735.0,2021-06-30,-0.0788847208023071,11.0,54.18000030517578,2821911.1358947754,68595,2021-04-28,2021-03-31,253010,0.05888182,-6,-8,Wednesday,Wednesday,0.75,above_median,0.25
3703,77902,2021Q3,73738.0,2021-09-30,0.0075026466511189,11.0,47.0,2451849.0,68596,2021-07-27,2021-06-30,253010,-0.09465065,-1,-3,Tuesday,Wednesday,0.75,below_median,0.25
3704,77902,2021Q4,73741.0,2021-12-31,0.0216597560793161,11.0,39.150001525878906,2044687.1296920776,68597,2021-11-03,2021-09-30,253010,0.02545378,6,4,Wednesday,Wednesday,0.75,above_median,0.25
3717,78038,2021Q1,73888.0,2021-03-31,0.1397058963775635,11.0,23.25,4456769.25,69165,2021-02-24,2020-12-31,401020,0.018371219,21,19,Wednesday,Tuesday,0.75,above_median,0.0
3718,78038,2021Q2,73891.0,2021-06-30,-0.0471092239022254,11.0,22.25,4256803.25,69166,2021-05-04,2021-03-31,401020,-0.07314367,-1,-3,Tuesday,Tuesday,0.75,below_median,0.0
3719,78038,2021Q3,73894.0,2021-09-30,-0.038510363548994,11.0,22.71999931335449,4215854.91258812,69167,2021-08-03,2021-06-30,401020,-0.018587396,-1,-5,Tuesday,Tuesday,0.75,below_median,0.0
3720,78038,2021Q4,73897.0,2021-12-31,0.0373096838593483,11.0,21.1299991607666,3789306.139497757,69168,2021-11-02,2021-09-30,401020,-0.08183014,-1,-3,Tuesday,Tuesday,0.75,below_median,0.0
3725,78077,2021Q1,73999.0,2021-03-31,0.0632758289575576,11.0,185.00999450683597,2135385.3565979004,69423,2021-02-17,2020-12-31,201060,0.03481749,6,5,Wednesday,Tuesday,0.75,above_median,0.0
3726,78077,2021Q2,74002.0,2021-06-30,0.0480299480259418,11.0,176.08999633789062,2038769.9776000977,69424,2021-05-04,2021-03-31,201060,-0.015195482,6,4,Tuesday,Tuesday,0.75,above_median,0.0
3727,78077,2021Q3,74005.0,2021-09-30,-0.0240053031593561,11.0,204.1000061035156,2363478.070678711,69425,2021-08-03,2021-06-30,201060,0.083964325,7,5,Tuesday,Tuesday,0.75,above_median,0.0
3728,78077,2021Q4,74008.0,2021-12-31,-0.0169752240180969,11.0,230.47999572753903,2674489.8704223637,69426,2021-11-02,2021-09-30,201060,-0.005444384,7,5,Tuesday,Tuesday,0.75,above_median,0.0
3729,78081,2021Q1,74011.0,2021-03-31,0.028538629412651,11.0,152.4499969482422,2538597.349182129,69469,2021-02-03,2020-12-31,352010,-0.030925933,-1,-3,Wednesday,Monday,0.25,below_median,0.0
3730,78081,2021Q2,74014.0,2021-06-30,0.1146134734153748,11.0,131.19000244140625,2187724.4807128906,69470,2021-05-03,2021-03-31,352010,-0.058627065,-3,-4,Monday,Monday,0.25,above_median,0.0
3731,78081,2021Q3,74017.0,2021-09-30,0.0530612543225288,11.0,139.32000732421875,2327619.3623657227,69471,2021-07-29,2021-06-30,352010,-0.07565336,-5,-6,Thursday,Monday,0.25,above_median,0.0
3732,78081,2021Q4,74020.0,2021-12-31,-0.0460720807313919,11.0,154.4600067138672,2589830.932571411,69472,2021-11-09,2021-09-30,352010,0.11429801,12,9,Tuesday,Monday,0.25,above_median,0.0
3739,78189,2021Q1,74065.0,2021-03-31,0.0531609021127224,11.0,7.329999923706055,89176.77907180786,69844,2021-03-29,2020-12-31,202010,7.2428964e-05,11,9,Monday,Monday,0.3333333333333333,above_median,0.0
3740,78189,2021Q3,74071.0,2021-09-30,0.1525130122900009,11.0,6.650000095367432,87760.051258564,69845,2021-08-11,2021-06-30,202010,-0.013467325,5,3,Wednesday,Monday,0.3333333333333333,above_median,0.0
3741,78189,2021Q4,74074.0,2021-12-31,-0.102127693593502,11.0,6.329999923706055,83650.94899177551,69846,2021-11-11,2021-09-30,202010,-0.08883069,7,5,Thursday,Monday,0.3333333333333333,above_median,0.0
3742,78211,2021Q1,74077.0,2021-03-31,-0.0261920876801013,11.0,14.34000015258789,447494.0447616577,69939,2021-02-25,2020-12-31,403010,0.07309359,-4,-6,Thursday,Wednesday,0.75,above_median,0.25
3743,78211,2021Q2,74080.0,2021-06-30,-0.0156028550118207,11.0,13.880000114440918,433278.0835723877,69940,2021-04-28,2021-03-31,403010,-0.0010289206,2,0,Wednesday,Wednesday,0.75,above_median,0.25
3744,78211,2021Q3,74083.0,2021-09-30,-0.0842696502804756,11.0,13.039999961853027,407747.7588071823,69941,2021-07-28,2021-06-30,403010,0.03603952,0,-2,Wednesday,Wednesday,0.75,below_median,0.25
3745,78211,2021Q4,74086.0,2021-12-31,0.1473125666379929,11.0,17.0,529856.0,69942,2021-10-27,2021-09-30,403010,0.079456575,1,-1,Wednesday,Wednesday,0.75,below_median,0.25
3761,78749,2021Q1,74245.0,2021-03-31,0.0821428298950195,11.0,15.149999618530272,69599.09824752808,70466,2021-03-29,2020-12-31,303020,0.048977114,6,-2,Monday,Friday,0.3333333333333333,above_median,0.3333333333333333
3762,78749,2021Q3,74251.0,2021-09-30,-0.0725016742944717,11.0,14.199999809265137,65234.79912376404,70467,2021-08-13,2021-06-30,303020,-0.019188048,2,-1,Friday,Friday,0.3333333333333333,above_median,0.3333333333333333
3763,78749,2021Q4,74254.0,2021-12-31,0.0319950580596923,11.0,16.450000762939453,75571.30350494385,70468,2021-11-10,2021-09-30,303020,0.021003978,0,-3,Wednesday,Friday,0.3333333333333333,below_median,0.3333333333333333
3794,78908,2021Q1,74400.0,2021-03-31,0.2434044778347015,11.0,54.060001373291016,393610.8699989319,71062,2021-02-24,2020-12-31,252030,0.109615915,1,-1,Wednesday,Tuesday,0.75,below_median,0.0
3795,78908,2021Q2,74403.0,2021-06-30,-0.0442387051880359,11.0,55.59999847412109,404934.7888870239,71063,2021-05-04,2021-03-31,252030,0.16107266,7,5,Tuesday,Tuesday,0.75,above_median,0.0
3796,78908,2021Q3,74406.0,2021-09-30,-0.0385466925799846,11.0,47.61000061035156,347314.95445251465,71064,2021-08-03,2021-06-30,252030,-0.08201239,7,5,Tuesday,Tuesday,0.75,above_median,0.0
3797,78908,2021Q4,74409.0,2021-12-31,0.1245426535606384,11.0,39.79999923706055,290619.5944290161,71065,2021-11-02,2021-09-30,252030,-0.24999124,7,5,Tuesday,Tuesday,0.75,above_median,0.0
3802,78950,2021Q1,74484.0,2021-03-31,0.0230622347444295,11.0,156.14999389648438,1858028.777374268,71335,2021-02-25,2020-12-31,201060,-0.03202943,1,-2,Thursday,Wednesday,0.75,below_median,0.25
3803,78950,2021Q2,74487.0,2021-06-30,-0.0097288889810442,11.0,152.67999267578125,1820403.55267334,71336,2021-05-05,2021-03-31,201060,0.014431186,0,-2,Wednesday,Wednesday,0.75,below_median,0.25
3804,78950,2021Q3,74490.0,2021-09-30,-0.0998644977807998,11.0,139.52999877929688,1664313.8254394531,71337,2021-08-04,2021-06-30,201060,0.0031006816,7,5,Wednesday,Wednesday,0.75,above_median,0.25
3805,78950,2021Q4,74493.0,2021-12-31,0.0348754860460758,11.0,147.17999267578125,1754974.2326660156,71338,2021-11-03,2021-09-30,201060,-0.016175058,7,5,Wednesday,Wednesday,0.75,above_median,0.25
3827,79037,2021Q1,74688.0,2021-03-31,0.0776736810803413,11.0,27.61000061035156,695026.5453643799,71826,2021-01-28,2020-12-31,252010,-0.014019118,-5,-7,Thursday,Thursday,0.5,above_median,0.0
3828,79037,2021Q2,74691.0,2021-06-30,-0.0439903177320957,11.0,27.600000381469727,695437.2096118927,71827,2021-04-29,2021-03-31,252010,0.0055504786,-11,-13,Thursday,Thursday,0.5,above_median,0.0
3829,79037,2021Q3,74694.0,2021-09-30,-0.0133222183212637,11.0,23.700000762939453,598116.919254303,71828,2021-08-09,2021-06-30,252010,0.0450339,5,4,Monday,Thursday,0.5,above_median,0.0
3830,79037,2021Q4,74697.0,2021-12-31,0.1813333779573441,11.0,26.290000915527344,664085.4231262207,71829,2021-10-27,2021-09-30,252010,-0.05697842,-1,-3,Wednesday,Thursday,0.5,below_median,0.0
3843,79108,2021Q1,74811.0,2021-03-31,0.1617069691419601,11.0,41.380001068115234,2686679.329349518,72122,2021-02-02,2020-12-31,452030,0.02514608,8,6,Tuesday,Monday,0.75,above_median,0.0
3844,79108,2021Q2,74814.0,2021-06-30,-0.0748041197657585,11.0,38.959999084472656,2536140.100402832,72123,2021-05-03,2021-03-31,452030,-0.025592657,7,5,Monday,Monday,0.75,above_median,0.0
3845,79108,2021Q3,74817.0,2021-09-30,-0.0238094888627529,11.0,38.540000915527344,2508761.3595962524,72124,2021-08-02,2021-06-30,452030,0.0028340053,5,3,Monday,Monday,0.75,above_median,0.0
3846,79108,2021Q4,74820.0,2021-12-31,0.1346469074487686,11.0,41.459999084472656,2635031.701812744,72125,2021-11-08,2021-09-30,452030,-0.058453146,-1,-3,Monday,Monday,0.75,below_median,0.0
3865,79210,2021Q1,74925.0,2021-03-31,0.0312525518238544,11.0,126.0500030517578,8567996.857437134,72670,2021-02-08,2020-12-31,403010,0.0020968968,11,11,Monday,Thursday,0.5,above_median,0.25
3866,79210,2021Q2,74928.0,2021-06-30,-0.095453456044197,11.0,114.0,7750290.0,72671,2021-05-06,2021-03-31,403010,-0.06734471,1,0,Thursday,Thursday,0.5,below_median,0.25
3867,79210,2021Q3,74931.0,2021-09-30,-0.0393714159727096,11.0,111.26000213623048,7565346.365257263,72672,2021-08-03,2021-06-30,403010,0.07256497,-1,-2,Tuesday,Thursday,0.5,below_median,0.25
3868,79210,2021Q4,74934.0,2021-12-31,0.1536191552877426,11.0,109.48999786376952,7401523.85559082,72673,2021-11-04,2021-09-30,403010,-0.0905376,0,-2,Thursday,Thursday,0.5,below_median,0.25
3869,79248,2021Q1,75033.0,2021-03-31,0.0468992739915847,11.0,74.11000061035156,2453856.2302093506,73021,2021-03-01,2020-12-31,251010,0.012955271,12,10,Monday,Thursday,0.6666666666666666,above_median,0.3333333333333333
3870,79248,2021Q3,75039.0,2021-09-30,-0.0569797195494175,11.0,80.93000030517578,2688899.2601394653,73022,2021-07-29,2021-06-30,251010,0.15719849,-6,-7,Thursday,Thursday,0.6666666666666666,above_median,0.3333333333333333
3871,79248,2021Q4,75042.0,2021-12-31,0.0290113054215908,11.0,86.9000015258789,2868395.250366211,73023,2021-10-28,2021-09-30,251010,-0.15374827,0,-2,Thursday,Thursday,0.6666666666666666,below_median,0.3333333333333333
3886,79338,2021Q1,75109.0,2021-03-31,-0.1774503737688065,11.0,38.52000045776367,3697920.043945313,73400,2021-03-01,2020-12-31,253010,0.09672953,13,11,Monday,Monday,0.75,above_median,0.25
3887,79338,2021Q2,75112.0,2021-06-30,0.0675489604473114,11.0,77.44000244140625,7434240.234375,73401,2021-05-10,2021-03-31,253010,0.08463343,0,-2,Monday,Monday,0.75,below_median,0.25
3888,79338,2021Q3,75115.0,2021-09-30,0.1481686383485794,11.0,83.06999969482422,8057789.970397949,73402,2021-08-09,2021-06-30,253010,0.06786805,18,16,Monday,Monday,0.75,above_median,0.25
3889,79338,2021Q4,75118.0,2021-12-31,0.0455257147550582,11.0,66.83000183105469,6482510.177612305,73403,2021-11-09,2021-09-30,253010,-0.026912577,5,4,Tuesday,Monday,0.75,above_median,0.25
3890,79382,2021Q1,75169.0,2021-03-31,0.0848009958863258,11.0,33.2599983215332,1239766.43743515,73520,2021-01-26,2020-12-31,401010,-0.081374444,5,6,Tuesday,Thursday,0.5,above_median,0.0
3891,79382,2021Q2,75172.0,2021-06-30,-0.0685245916247367,11.0,28.40999984741211,1056226.9743270874,73521,2021-04-20,2021-03-31,401010,-0.015890865,-7,-9,Tuesday,Thursday,0.5,above_median,0.0
3892,79382,2021Q3,75175.0,2021-09-30,0.0473684407770633,11.0,31.84000015258789,1177379.525642395,73522,2021-07-29,2021-06-30,401010,-0.004222273,2,0,Thursday,Thursday,0.5,above_median,0.0
3893,79382,2021Q4,75178.0,2021-12-31,0.0513605512678623,11.0,30.90999984741211,1124629.4344482422,73523,2021-10-28,2021-09-30,401010,-0.0079569835,9,7,Thursday,Thursday,0.5,above_median,0.0
3897,79490,2021Q3,75298.0,2021-09-30,0.2365967035293579,11.0,10.609999656677246,363148.4582490921,73740,2021-08-10,2021-06-30,253010,0.0337528,5,3,Tuesday,Monday,0.5,above_median,0.0
3898,79490,2021Q4,75301.0,2021-12-31,0.3515624701976776,11.0,12.109999656677246,414682.7182435989,73741,2021-11-08,2021-09-30,253010,0.03857896,4,2,Monday,Monday,0.5,above_median,0.0
3904,79507,2021Q1,75328.0,2021-03-31,-0.1040497273206711,11.0,60.619998931884766,1122561.140220642,73844,2021-02-24,2020-12-31,253010,0.11384313,-14,-16,Wednesday,Wednesday,0.75,above_median,0.0
3905,79507,2021Q2,75331.0,2021-06-30,-0.0727298557758331,11.0,66.16999816894531,1230761.9659423828,73845,2021-04-28,2021-03-31,253010,0.111627296,7,5,Wednesday,Wednesday,0.75,above_median,0.0
3906,79507,2021Q3,75334.0,2021-09-30,0.0571248084306716,11.0,66.98999786376953,1248090.65019989,73846,2021-07-28,2021-06-30,253010,0.047875483,7,5,Wednesday,Wednesday,0.75,above_median,0.0
3907,79507,2021Q4,75337.0,2021-12-31,0.0976694971323013,11.0,73.94999694824219,1387671.6927337646,73847,2021-10-25,2021-09-30,253010,0.085984476,-3,-5,Monday,Wednesday,0.75,above_median,0.0
3908,79545,2021Q1,75340.0,2021-03-31,0.0302222352474927,11.0,46.36000061035156,11081013.70588684,73929,2021-02-11,2020-12-31,251010,-0.02364066,0,-2,Thursday,Wednesday,0.75,below_median,0.25
3909,79545,2021Q2,75343.0,2021-06-30,-0.0536166876554489,11.0,48.540000915527344,11642222.139587402,73930,2021-05-05,2021-03-31,251010,0.047162186,-1,-2,Wednesday,Wednesday,0.75,below_median,0.25
3910,79545,2021Q3,75346.0,2021-09-30,0.012417965568602,11.0,43.209999084472656,10361325.680465698,73931,2021-08-04,2021-06-30,251010,-0.05083824,-1,-2,Wednesday,Wednesday,0.75,below_median,0.25
3911,79545,2021Q4,75349.0,2021-12-31,0.0413586162030696,11.0,45.06999969482422,10806478.896827698,73932,2021-11-03,2021-09-30,251010,-0.004660154,6,4,Wednesday,Wednesday,0.75,above_median,0.25
3912,79571,2021Q1,75388.0,2021-03-31,0.0241589620709419,11.0,45.310001373291016,1446567.103843689,74129,2021-01-27,2020-12-31,401010,0.046282485,-1,-2,Wednesday,Wednesday,0.75,below_median,0.25
3913,79571,2021Q2,75391.0,2021-06-30,-0.0439539216458797,11.0,50.630001068115234,1616109.6340942385,74130,2021-04-27,2021-03-31,401010,0.076514944,6,4,Tuesday,Wednesday,0.75,above_median,0.25
3914,79571,2021Q3,75394.0,2021-09-30,0.067900002002716,11.0,52.47999954223633,1662041.5855026245,74131,2021-07-28,2021-06-30,401010,0.021549575,7,5,Wednesday,Wednesday,0.75,above_median,0.25
3915,79571,2021Q4,75397.0,2021-12-31,-0.0010038582840934,11.0,59.65999984741211,1794632.4554100037,74132,2021-10-27,2021-09-30,401010,-0.107476,0,-2,Wednesday,Wednesday,0.75,below_median,0.25
3916,79637,2021Q1,75460.0,2021-03-31,0.0659059882164001,11.0,133.38999938964844,10382677.382492064,74301,2021-02-25,2020-12-31,351020,-0.051432595,1,-1,Thursday,Monday,0.6666666666666666,below_median,0.3333333333333333
3917,79637,2021Q3,75466.0,2021-09-30,-0.1116461232304573,11.0,138.3699951171875,10498685.009521484,74302,2021-07-26,2021-06-30,351020,0.03787961,0,-2,Monday,Monday,0.6666666666666666,below_median,0.3333333333333333
3918,79637,2021Q4,75469.0,2021-12-31,0.0920576080679893,11.0,129.66000366210938,9480739.467773438,74303,2021-10-25,2021-09-30,351020,-0.089029334,-3,-5,Monday,Monday,0.6666666666666666,above_median,0.3333333333333333
3935,79731,2021Q1,75592.0,2021-03-31,0.1420289725065231,11.0,47.220001220703125,748153.6993408203,74864,2021-01-27,2020-12-31,401010,-0.0012068053,6,5,Wednesday,Wednesday,0.5,above_median,0.25
3936,79731,2021Q2,75595.0,2021-06-30,0.0071114571765065,11.0,48.09000015258789,758090.7624053955,74865,2021-04-27,2021-03-31,401010,-0.03304942,-1,-2,Tuesday,Wednesday,0.5,below_median,0.25
3937,79731,2021Q3,75598.0,2021-09-30,-0.0086622163653373,11.0,51.43999862670898,813060.6182937622,74866,2021-07-26,2021-06-30,401010,0.021461722,0,-2,Monday,Wednesday,0.5,below_median,0.25
3938,79731,2021Q4,75601.0,2021-12-31,0.0393029563128948,11.0,56.0,885136.0,74867,2021-10-27,2021-09-30,401010,0.019586017,1,-1,Wednesday,Wednesday,0.5,below_median,0.25
3942,79747,2021Q1,75616.0,2021-03-31,0.0443779230117797,11.0,38.36000061035156,3030670.2082214355,74957,2021-01-26,2020-12-31,401010,-0.098301455,5,5,Tuesday,Thursday,0.5,above_median,0.25
3943,79747,2021Q2,75619.0,2021-06-30,-0.1170160695910454,11.0,36.220001220703125,2822588.475128174,74958,2021-04-22,2021-03-31,401010,0.009406387,-5,-7,Thursday,Thursday,0.5,above_median,0.25
3944,79747,2021Q3,75622.0,2021-09-30,-0.0040540951304137,11.0,36.84999847412109,2787518.13457489,74959,2021-07-22,2021-06-30,401010,-0.013429342,0,-2,Thursday,Thursday,0.5,below_median,0.25
3945,79747,2021Q4,75625.0,2021-12-31,0.147031769156456,11.0,37.290000915527344,2821510.629272461,74960,2021-10-25,2021-09-30,401010,-0.020695617,4,2,Monday,Thursday,0.5,above_median,0.25
3954,79785,2021Q1,75700.0,2021-03-31,0.0466780290007591,11.0,4710.93017578125,17317379.326171875,75334,2021-01-28,2020-12-31,252010,0.015325223,0,0,Thursday,Thursday,0.5,below_median,0.25
3955,79785,2021Q2,75703.0,2021-06-30,0.0176111664623022,11.0,4973.2998046875,18087891.38964844,75335,2021-04-21,2021-03-31,252010,-0.021004135,-1,-3,Wednesday,Thursday,0.5,below_median,0.25
3956,79785,2021Q3,75706.0,2021-09-30,-0.0744911879301071,11.0,4794.080078125,17158012.599609375,75336,2021-07-21,2021-06-30,252010,0.02193322,-1,-2,Wednesday,Thursday,0.5,below_median,0.25
3957,79785,2021Q4,75709.0,2021-12-31,0.1308106780052185,11.0,5908.8701171875,20580594.618164062,75337,2021-10-21,2021-09-30,252010,-0.034996353,1,0,Thursday,Thursday,0.5,below_median,0.25
3965,79839,2021Q1,75736.0,2021-03-31,-0.2438587248325348,11.0,88.6500015258789,4000065.368850708,75607,2021-02-24,2020-12-31,452030,0.19984825,2,0,Wednesday,Thursday,0.5,above_median,0.25
3966,79839,2021Q2,75739.0,2021-06-30,0.0485579967498779,11.0,99.9800033569336,4514097.151565552,75608,2021-05-03,2021-03-31,452030,-0.071970716,0,-2,Monday,Thursday,0.5,below_median,0.25
3967,79839,2021Q3,75742.0,2021-09-30,-0.0997500866651535,11.0,75.62999725341797,3423013.6756896973,75609,2021-08-05,2021-06-30,452030,-0.22319995,3,1,Thursday,Thursday,0.5,above_median,0.25
3968,79839,2021Q4,75745.0,2021-12-31,0.1067678406834602,11.0,68.5199966430664,3093814.8884277344,75610,2021-11-04,2021-09-30,452030,-0.03746322,3,1,Thursday,Thursday,0.5,above_median,0.25
3984,79862,2021Q1,75796.0,2021-03-31,0.0476245433092117,11.0,91.51000213623048,2985879.859703064,75897,2021-02-25,2020-12-31,201020,-0.08013093,-1,-3,Thursday,Wednesday,0.5,below_median,0.25
3985,79862,2021Q2,75799.0,2021-06-30,-0.0395217053592205,11.0,76.30999755859375,2490376.770324707,75898,2021-05-05,2021-03-31,201020,-0.096150436,0,-2,Wednesday,Wednesday,0.5,below_median,0.25
3986,79862,2021Q3,75802.0,2021-09-30,-0.0671042278409004,11.0,69.6500015258789,2276162.0498657227,75899,2021-08-03,2021-06-30,201020,-0.045215234,-1,-3,Tuesday,Wednesday,0.5,below_median,0.25
3987,79862,2021Q4,75805.0,2021-12-31,-0.0179676171392202,11.0,66.68000030517578,2179902.569976806,75900,2021-10-27,2021-09-30,201020,-0.10150355,-1,-3,Wednesday,Wednesday,0.5,below_median,0.25
3988,79864,2021Q1,75808.0,2021-03-31,0.0243775565177202,11.0,39.5,501334.0,75954,2021-03-04,2020-12-31,202010,-0.01779107,7,5,Thursday,Wednesday,0.6666666666666666,above_median,0.3333333333333333
3989,79864,2021Q3,75814.0,2021-09-30,-0.0364073514938354,11.0,48.16999816894531,611951.6567382812,75955,2021-07-28,2021-06-30,202010,-0.04173361,0,-2,Wednesday,Wednesday,0.6666666666666666,below_median,0.3333333333333333
3990,79864,2021Q4,75817.0,2021-12-31,0.1132626384496689,11.0,60.93999862670898,775583.3625221252,75956,2021-10-27,2021-09-30,202010,0.117852606,-1,-2,Wednesday,Wednesday,0.6666666666666666,below_median,0.3333333333333333
3994,79879,2021Q1,75844.0,2021-03-31,-0.0299659986048936,11.0,15.699999809265137,3591060.9563732147,76065,2021-02-02,2020-12-31,452010,0.008284583,-2,-2,Tuesday,Thursday,0.5,above_median,0.25
3995,79879,2021Q2,75847.0,2021-06-30,0.0074158101342618,11.0,17.65999984741211,4037764.705112457,76066,2021-05-04,2021-03-31,452010,-0.028983595,-2,-3,Tuesday,Thursday,0.5,above_median,0.25
3996,79879,2021Q3,75850.0,2021-09-30,-0.033763114362955,11.0,15.739999771118164,3589475.467803955,76067,2021-08-12,2021-06-30,452010,-0.012551636,1,0,Thursday,Thursday,0.5,below_median,0.25
3997,79879,2021Q4,75853.0,2021-12-31,0.1897366940975189,11.0,17.6200008392334,4105460.195541382,76068,2021-11-04,2021-09-30,452010,-0.0641605,0,-2,Thursday,Thursday,0.5,below_median,0.25
4014,80054,2021Q1,76003.0,2021-03-31,-0.1571208238601685,11.0,211.82000732421875,2493968.766235352,76667,2021-02-25,2020-12-31,303020,0.011848025,0,-1,Thursday,Thursday,0.5,below_median,0.25
4015,80054,2021Q2,76006.0,2021-06-30,-0.1440180242061615,11.0,282.9800109863281,3328127.909210205,76668,2021-05-04,2021-03-31,303020,0.1425164,-1,-2,Tuesday,Thursday,0.5,below_median,0.25
4016,80054,2021Q3,76009.0,2021-09-30,-0.1484861522912979,11.0,192.63999938964844,2259667.192840576,76669,2021-08-04,2021-06-30,303020,-0.08088224,-1,-2,Wednesday,Thursday,0.5,below_median,0.25
4017,80054,2021Q4,76012.0,2021-12-31,0.0248371101915836,11.0,209.42999267578125,2432738.794921875,76670,2021-11-04,2021-09-30,303020,0.009342911,2,1,Thursday,Thursday,0.5,above_median,0.25
